,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,1,12,48,119,227,372,565,781,1040,1328,1667,6160
1,2,17,59,134,249,403,596,829,1075,1388,1725,6476
2,3,12,56,120,248,386,576,794,1100,1346,1734,6373
3,4,12,32,120,218,344,516,722,992,1344,1574,5875
