,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,15,33,60,92,130,180,232,293,364,1405,3.4.4.6.6.6.6(3).6(3).6(4).*
1,V2,4,12,36,50,102,116,192,214,314,334,1375,3.3.6(2).6(2).8(2).8(2)
