,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5487,0.9699,0.0752,"x, y, z",16 f,1
1,E2,0.0,0.25,0.5747,"0, 1/4, z",8 e,2
2,E3,0.4267,0.1315,0.0005,"x, 7, z",16 f,1
3,E4,0.5,0.25,0.0757,"1/2, 1/4, z",8 e,2
4,E5,0.4435,0.9867,0.1255,"x, y, z",16 f,1
