,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3152,0.2111,0.1243,"x, y, z",36 f,1,1
1,V2,3,0.328,0.1342,0.0834,"x, y, z",36 f,1,1
2,V3,4,0.2922,0.283,0.0933,"x, y, z",36 f,1,1
3,V4,4,0.2512,0.3257,0.0169,"x, y, z",36 f,1,1
