,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0918,0.2959,0.2959,"x, y, y",48 k,m,2
1,V2,4,0.0,0.4083,0.4083,"0, y, y",24 h,mm2,4
