,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.0,"0, 0, 0",1 a,4/mmm
1,E2,0.0924,0.0,0.1768,"x, 0, z",8 s,m
2,E3,0.0,0.0,0.5,"0, 0, 1/2",1 b,4/mmm
3,E4,0.0924,0.0,0.3232,"x, 0, z",8 s,m
4,E5,0.0924,0.0923,0.25,"x, x, z",8 r,m
5,E6,0.0,0.2771,0.3232,"0, y, z",8 s,m
6,E7,0.0,0.5,0.3964,"0, 1/2, z",4 i,mm2
7,E8,0.0,0.3694,0.5,"0, y, 1/2",4 m,mm2
