,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,15,17,30,38,54,56,96,110,426,8(2).8(2).8(2)
1,V2,3,7,11,20,24,38,44,68,74,112,402,4.8(2).8(2)
2,V3,4,6,12,18,28,30,52,62,84,86,383,4.4.8(2).8(2).24(420).24(420)
