,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1876,0.1175,0.0,"x, y, 0",8 m,m,2
1,V2,5,0.4527,0.2838,0.0,"x, x, 0",8 m,m,2
