,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,23,76,147,257,389,550,728,928,1175,4277
1,V2,9,40,96,186,297,441,597,786,1002,1240,4695
2,V3,12,40,106,188,308,434,610,782,1018,1226,4725
