,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.4226,0.7113,0.0,"2y, y, 0",6 l,mm2
1,E2,0.5,0.5,0.0,"1/2, 1/2, 0",3 f,mmm
2,E3,0.378,0.622,0.1551,"x, 1-x, z",12 o,m
3,E4,0.3333,0.6667,0.5,"1/3, 2/3, 1/2",2 d,-6m2
