,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1841,0.25,0.3159,"x, 1/4, 1/2-x",48 i,2,2
1,V2,3,0.1182,0.25,0.3818,"x, 1/4, 1/2-x",48 i,2,2
2,V3,3,0.0612,0.2034,0.4389,"x, y, z",96 l,1,1
3,V4,4,0.0466,0.1125,0.4534,"x, y, z",96 l,1,1
