,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,12,20,32,50,67,82,105,136,514,8.8.8(2)
1,V2,3,6,12,20,30,45,65,87,107,129,505,8.8.8(2)
