,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0559,"0, 0, z",4 e,3m,6
1,V2,4,0.0933,0.1866,0.1472,"x, 2x, z",12 k,m,2
2,V3,4,0.24,0.4801,0.1941,"x, x, z",12 k,m,2
