,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.25,0.375,"0, y, z",16 n,m
1,E2,0.0,0.0,0.5,"0, 0, 1/2",2 b,4/mmm
2,E3,0.0,0.5,0.25,"0, 1/2, 1/4",4 d,-4m2
