,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.4016,0.5984,0.5,"x, 1-x, 1/2",3 k,mm2
1,E2,0.0984,0.1968,0.6316,"x, 2x, z",6 n,m
2,E3,0.0,0.0,0.0,"0, 0, 0",1 a,-6m2
