,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,17,72,65,216,152,420,269,696,425,2345
1,V2,6,12,66,56,186,140,390,248,666,410,2181
2,V3,5,32,35,130,103,308,205,548,343,860,2570
