,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0,"0, 0, 0",2 a,mmm,8
1,V2,5,0.0,0.25,0.5,"0, y, 1/2",4 j,mm2,4
