,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.25,"x, 1-x, 1/4",4 a,2
1,E2,0.1667,0.1667,0.5,"x, x, 1/2",4 a,2
2,E3,0.4167,0.25,0.875,"x, y, z",8 b,1
