,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,24,66,108,180,256,350,468,576,744,2781
1,V2,4,16,48,84,150,212,312,400,534,648,2409
