,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.2116,0.2116,0.3172,"x, x, z",48 k,m,2
1,V2,3,0.1049,0.1049,0.3937,"x, x, z",48 k,m,2
2,V3,3,0.0434,0.0434,0.394,"x, x, z",48 k,m,2
3,V4,3,0.0435,0.3527,0.3527,"x, y, y",48 k,m,2
4,V5,3,0.1646,0.1646,0.3732,"x, x, z",48 k,m,2
