,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.2382,0.4537,0.0,"x, y, 0",16 m,m,2
1,V2,3,0.238,0.3734,0.0809,"x, y, z",32 o,1,1
2,V3,3,0.238,0.3036,0.1875,"x, y, z",32 o,1,1
