,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.4057,0.0943,"0, y, z",24 g,m,2
1,V2,4,0.0943,0.6924,0.6611,"x, y, z",48 h,1,1
