,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.3594,0.1071,0.6786,"x, y, z",8 d,1
1,E2,0.25,0.0,0.4286,"x, y, z",8 d,1
2,E3,0.5,0.0,0.0,"1/2, 0, 0",4 b,-1
3,E4,0.6094,0.1071,0.25,"x, y, z",8 d,1
4,E5,0.3594,0.25,0.1786,"x, 1/4, z",4 c,m
