,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,8,32,22,80,52,168,90,280,152,893
1,V2,6,6,30,24,78,42,150,96,270,128,831
2,V3,3,16,13,50,33,112,67,214,115,341,965
