,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,8,14,21,32,48,65,85,106,132,516,3.6.4.8.4.12
1,V2,4,7,12,22,33,44,58,80,104,125,490,3.4.4.12.4.12
