,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0,"0, 0, 0",2 a,-43m,24
1,V2,4,0.3902,0.3902,0.3902,"x, x, x",8 c,3m,6
2,V3,4,0.2097,0.4327,0.4327,"x, y, y",24 g,m,2
3,V4,4,0.1303,0.2648,0.4736,"x, y, z",48 h,1,1
