,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,17,40,69,104,161,208,271,350,423,1650,3.3.3.3.3.3.4.8.8.8(2).8(2).10.10.10.10
1,V2,6,17,36,75,102,153,216,269,346,431,1652,3.3.3.3.3.3.4.6(2).6(2).8.8(2).8(2).*.*.*
2,V3,6,17,39,68,107,161,202,273,355,420,1649,3.3.3.3.3.3.4.6.6.6.6.10.10.10.10
