,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,6,54,38,174,90,372,164,600,258,1763
1,V2,12,12,66,42,192,96,366,170,636,264,1857
2,V3,3,24,20,106,61,256,123,467,206,745,2012
