,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0931,0.0,0.0,"x, 0, 0",4 g,mm2
1,E2,0.0,0.0,0.2021,"0, 0, z",4 k,mm2
2,E3,0.1561,0.0,0.351,"x, 0, z",8 o,m
3,E4,0.25,0.25,0.5,"1/4, 1/4, 1/2",4 f,2/m
