,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,10,14,29,48,91,102,147,193,273,911
1,V2,3,8,17,33,47,76,108,158,192,240,883
2,V3,4,8,22,32,52,80,134,146,200,256,935
3,V4,8,8,20,28,80,86,112,148,272,230,993
