,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1986,0.0,0.2253,"x, 0, z",8 m,m,2
1,V2,4,0.0,0.0,0.5,"0, 0, 1/2",2 d,mmm,8
