,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1049,0.145,0.625,"x, 1/4-x, 5/8",48 g,2
1,E2,0.1159,0.1255,0.5571,"x, y, z",96 h,1
2,E3,0.0577,0.5681,0.0964,"x, y, z",96 h,1
3,E4,0.043,0.5147,0.0882,"x, y, z",96 h,1
4,E5,0.9653,0.0,0.4653,"x, y, z",96 h,1
