,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,22,62,88,166,198,322,352,530,550,2299
1,V2,6,24,52,104,136,240,260,432,424,680,2359
