,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0,"0, 0, z",4 a,2,2
1,V2,4,0.4,0.1666,0.3001,"x, y, z",8 c,1,1
