,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0687,0.3341,0.4313,"x, y, z",48 n,1,1
1,V2,3,0.125,0.2221,0.375,"x, y, z",48 n,1,1
2,V3,3,0.1252,0.1252,0.2777,"x, x, z",24 m,m,2
3,V4,5,0.0687,0.0687,0.1659,"x, x, z",24 m,m,2
