,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1879,0.1879,0.1879,"x, x, x",8 i,3,3
1,V2,3,0.0,0.3839,0.5,"0, y, 1/2",6 g,mm2,4
2,V3,3,0.0,0.2607,0.3032,"0, y, z",12 j,m,2
