,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,36,54,188,162,440,336,860,564,1352,3999
1,V2,6,36,52,178,160,448,334,850,560,1344,3969
2,V3,12,26,105,107,321,254,669,458,1122,722,3797
