,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0542,0.5836,0.0809,"x, y, z",16 j,1,1
1,V2,4,0.1077,0.5301,0.2336,"x, y, z",16 j,1,1
2,V3,4,0.2831,0.5667,0.2987,"x, y, z",16 j,1,1
3,V4,4,0.25,0.75,0.25,"1/4, 3/4, 1/4",4 b,-4,4
