,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.5,0.0593,"1/2, 1/2, z",6 f,2
1,E2,0.2014,0.0,0.0,"x, 0, 0",6 g,2
2,E3,0.3176,0.1588,0.1667,"2y, y, 1/6",6 j,2
3,E4,0.1163,0.2326,0.0,"x, 2x, 0",6 i,2
