,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1777,0.75,0.1294,"x, 3/4, z",4 c,m
1,E2,0.2141,0.0,0.3794,"x, y, z",8 d,1
2,E3,0.0615,0.0,0.3231,"x, y, z",8 d,1
3,E4,0.0803,0.75,0.5004,"x, 3/4, z",4 c,m
4,E5,0.3838,0.25,0.3063,"x, 1/4, z",4 c,m
