,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1616,0.3448,0.2205,"x, y, z",8 l,1,1
1,V2,4,0.1616,0.3448,0.5,"x, y, z",8 l,1,1
2,V3,4,0.0444,0.1552,0.6208,"x, y, z",8 l,1,1
3,V4,4,0.0342,0.1552,0.1288,"x, y, z",8 l,1,1
