,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,32,36,178,108,442,220,826,372,1330,3549
1,V2,12,18,108,74,324,170,660,306,1116,482,3271
