,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,50,110,194,302,434,590,770,974,1202,4635
1,V2,14,50,110,194,302,434,590,770,974,1202,4641
