,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,25,44,69,101,138,184,235,298,1111,6.6(2).6(2).6(2).6(2).6(2)
1,V2,4,12,25,44,67,96,133,176,232,291,1081,6(2).6(2).6(2).6(2).6(2).6(2)
2,V3,4,12,24,44,70,100,140,180,236,294,1105,6(2).6(2).6(2).6(2).6(2).6(2)
