,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.125,0.25,0.25,"x, y, z",32 o,1
1,E2,0.25,0.25,0.0,"x, x, 0",8 h,mm2
2,E3,0.0,0.25,0.5,"0, y, 0",8 j,mm2
