,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.313,0.9674,0.4328,"x, y, z",16 o,1,1
1,V2,3,0.4109,0.9135,0.319,"x, y, z",16 o,1,1
2,V3,3,0.0891,0.1508,0.1827,"x, y, z",16 o,1,1
3,V4,3,0.311,0.2039,0.9307,"x, y, z",16 o,1,1
