,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,18,132,62,396,150,732,242,1272,414,3443
1,V2,6,6,114,56,342,126,744,254,1194,366,3209
2,V3,3,46,30,213,90,516,185,935,305,1488,3812
