,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.202,0.8478,0.2593,"x, y, z",12 c,1
1,E2,0.5,0.3478,0.3333,"x, y, z",12 c,1
2,E3,0.1688,0.8312,0.4167,"x, 1-x, 5/12",6 b,2
3,E4,0.5166,0.0332,0.25,"x, 2x, 1/4",6 b,2
