,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,6,24,30,132,66,252,158,564,186,1431
1,V2,3,19,14,63,51,206,101,372,193,670,1693
2,V3,8,10,48,38,160,86,320,166,584,230,1651
