,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.875,0.875,0.5908,"5/8, 5/8, z",16 g,2
1,E2,0.6898,0.0,0.6079,"x, y, z",32 h,1
2,E3,0.6898,0.75,0.6079,"x, y, z",32 h,1
3,E4,0.7201,0.9146,0.5619,"x, y, z",32 h,1
4,E5,0.625,0.125,0.7169,"5/8, 1/8, z",16 g,2
5,E6,0.6553,0.4604,0.7321,"x, y, z",32 h,1
6,E7,0.7803,0.3354,0.7348,"x, y, z",32 h,1
