,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.4324,0.5676,0.0786,"x, 1-x, z",12 k,m,2
1,V2,6,0.2126,0.4252,0.0616,"x, 2x, z",12 k,m,2
2,V3,6,0.3326,0.3995,0.25,"x, y, 1/4",12 j,m,2
3,V4,6,0.3573,0.3573,0.0,"x, x, 0",12 i,2,2
