,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.5049,0.0098,0.25,"x, 2x, 1/4",6 h,mm2,4
1,V2,3,0.143,0.5715,0.25,"2y, y, 1/4",6 h,mm2,4
2,V3,3,0.5711,0.1422,0.124,"x, 2x, z",12 k,m,2
3,V4,4,0.245,0.6225,0.0625,"2y, y, z",12 k,m,2
