,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.0,"0, 0, 0",8 c,2/m
1,E2,0.0,0.75,0.625,"0, 3/4, 5/8",4 b,-4m2
