,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,34,54,178,182,442,390,826,678,1330,4121
1,V2,6,14,54,74,222,218,510,442,918,746,3205
2,V3,12,26,108,122,324,298,660,554,1116,890,4111
