,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0947,0.1975,0.6564,"x, y, z",16 e,1
1,E2,0.9275,0.2197,0.4686,"x, y, z",16 e,1
2,E3,0.1893,0.25,0.625,"x, 1/4, 5/8",8 d,2
3,E4,0.25,0.1451,0.875,"1/4, y, 7/8",8 d,2
