,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,8,32,24,96,64,200,114,336,176,1059
1,V2,6,6,30,24,90,54,186,120,342,174,1033
2,V3,3,16,13,52,39,136,81,246,141,412,1140
