,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,16,28,50,114,181,219,290,436,530,1872
1,V2,7,16,28,52,112,178,219,296,431,525,1865
2,V3,3,8,26,54,82,140,237,330,363,471,1715
3,V4,3,8,26,52,82,144,233,323,366,478,1716
