,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,24,56,98,152,218,296,386,488,602,2327,4.4.4.4.4.4.6(4).6(4).6(4).6(9).6(9).6(9).6(9).6(9).6(9)
1,V2,6,24,56,98,152,218,296,386,488,602,2327,4.4.4.4.4.4.6(4).6(4).6(4).6(9).6(9).6(9).6(9).6(9).6(9)
