,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,9,11,14,20,30,40,50,68,252,6.8(2)..21(9)
1,V2,3,4,8,13,17,22,26,36,56,78,264,3.8.8
