,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3751,0.1164,0.2501,"x, y, z",16 o,1,1
1,V2,4,0.0,0.0,0.0,"0, 0, 0",4 c,2/m,4
2,V3,4,0.25,0.0,0.5,"1/4, 0, 1/2",4 b,222,4
