,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,8,10,20,40,46,56,92,110,116,503,6.6.12(5).12(5).12(5).12(5)
1,V2,3,6,12,19,30,50,67,79,103,133,503,4.6.12(6)
