,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.11,0.9874,0.9026,"x, y, z",96 h,1
1,E2,0.0583,0.0,0.75,"x, 0, 3/4",48 f,2
2,E3,0.125,0.9724,0.8107,"x, y, z",96 h,1
3,E4,0.0733,0.125,0.8233,"x, 1/8, 3/4+x",48 g,2
