,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,28,62,120,186,268,394,524,618,816,3025
1,V2,8,27,62,112,188,273,374,502,649,788,2984
