,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0465,0.0465,0.3141,"x, x, z",96 g,m
1,E2,0.0056,0.037,0.3284,"x, y, z",192 i,1
2,E3,0.0204,0.1198,0.3006,"x, y, z",192 i,1
3,E4,0.2831,0.2831,0.3589,"x, x, z",96 h,m
4,E5,0.0936,0.0936,0.5623,"x, x, z",96 h,m
5,E6,0.0936,0.1564,0.5623,"x, 1/4-x, z",96 g,m
6,E7,0.0569,0.1931,0.2871,"x, 1/4-x, z",96 g,m
7,E8,0.0,0.1873,0.3127,"0, y, 1/2-y",96 h,2
8,E9,0.9943,0.1617,0.2558,"x, y, 1/4-x",96 g,m
